parent_fund,SUPPLEMENTAL_ID_1,Basket Shares
HRQP,EO.US.US.NVDA..C190.20260220,-47
HRQP,EO.US.US.NVDA..C195.20260220,-31
HRQP,EO.US.US.PLTR..C162-5.20260220,-30
HRQP,EO.US.US.PLTR..C175.20260220,-44
HRQP,EO.US.US.RDDT..C195.20260220,-10
HRQP,EO.US.US.RDDT..C230.20260220,-15
HRQP,EO.US.US.SOFI..C25-5.20260220,-77
HRQP,EO.US.US.SOFI..C27.20260220,-113
HRQP,EO.US.US.TSLA..C445.20260220,-33
HRQP,ST.US.US.AAPL,15675
HRQP,ST.US.US.AMD,17857
HRQP,ST.US.US.AMZN,18278
HRQP,ST.US.US.AVGO,13451
HRQP,ST.US.US.COIN,8673
HRQP,ST.US.US.COST,3311
HRQP,ST.US.US.CRCL,18746
HRQP,ST.US.US.CRWD,3700
HRQP,ST.US.US.GOOGL,13189
HRQP,ST.US.US.HOOD,11809
HRQP,ST.US.US.LLY,4003
HRQP,ST.US.US.META,5397
HRQP,ST.US.US.MSFT,8547
HRQP,ST.US.US.MSTR,9137
HRQP,ST.US.US.NFLX,30909
HRQP,ST.US.US.NVDA,23062
HRQP,ST.US.US.PLTR,23182
HRQP,ST.US.US.RDDT,7777
HRQP,ST.US.US.SOFI,60230
HRQP,ST.US.US.TSLA,10155
HRQR,EO.CA.TO.1CNQ..C54.20260306,-201
HRQR,EO.CA.TO.CNQ..C49.20260220,-252
HRQR,ST.CA.TO.CNQ,147058
HRQS,EO.CA.TO.1ENB..C74.20260306,-169
HRQS,EO.CA.TO.ENB..C75.20260320,-169
HRQS,ST.CA.TO.ENB,109641
HRQU,EO.CA.TO.1RY..C236.20260306,-24
HRQU,EO.CA.TO.RY..C240.20260220,-45
HRQU,ST.CA.TO.RY,20943
HRQV,EO.CA.TO.1SHOP..C156.20260306,-116
HRQV,EO.CA.TO.SHOP..C160.20260320,-82
HRQV,EO.CA.TO.SHOP..C225.20260220,-139
HRQV,ST.CA.TO.SHOP,115798
HRQW,EO.CA.TO.1TD..C136.20260306,-47
HRQW,EO.CA.TO.TD..C135.20260220,-72
HRQW,ST.CA.TO.TD,36301
HRQX,EO.CA.TO.1SU..C75.20260306,-113
HRQX,EO.CA.TO.SU..C71.20260220,-21
HRQX,ST.CA.TO.SU,42186
HRQY,EO.CA.TO.1BCE..C35.20260306,-532
HRQY,EO.CA.TO.BCE..C34.20260220,-490
HRQY,ST.CA.TO.BCE,330254
HRQZ,EO.CA.TO.1T..C20.20260306,-723
HRQZ,EO.CA.TO.T..C19-5.20260220,-515
HRQZ,ST.CA.TO.T,402610
HRRA,ST.CA.TO.AMDY,4093646
HRRA,ST.CA.TO.AMHE,6664356
HRRA,ST.CA.TO.APLE,5499789
HRRA,ST.CA.TO.AVGY,5206675
HRRA,ST.CA.TO.CNYE,6077090
HRRA,ST.CA.TO.COSY,7412088
HRRA,ST.CA.TO.CRCY,5745242
HRRA,ST.CA.TO.CRWY,3310177
HRRA,ST.CA.TO.GOGY,4428082
HRRA,ST.CA.TO.HODY,3943671
HRRA,ST.CA.TO.LLHE,9368269
HRRA,ST.CA.TO.METE,7582248
HRRA,ST.CA.TO.MSHE,8176092
HRRA,ST.CA.TO.MSTE,9930414
HRRA,ST.CA.TO.NFLY,6722888
HRRA,ST.CA.TO.NVHE,7510644
HRRA,ST.CA.TO.PLTE,3455502
HRRA,ST.CA.TO.RDDY,4333643
HRRA,ST.CA.TO.SOFY,3479488
HRRA,ST.CA.TO.TSLY,10970306
HRT0,EO.CA.TO.CNQ..C48-5.20260220,-114
HRT0,EO.CA.TO.PPL..C54.20260220,-95
HRT0,EO.CA.TO.SU..C70.20260220,-89
HRT0,EO.CA.TO.TRP..C76.20260220,-70
HRT0,EO.CA.TO.TRP..C84.20260220,-36
HRT0,EO.US.US.APA..C26.20260220,-162
HRT0,EO.US.US.E..C40.20260220,-103
HRT0,EO.US.US.EOG..C107.20260220,-33
HRT0,EO.US.US.OVV..C41.20260220,-99
HRT0,EO.US.US.OXY..C43.20260220,-87
HRT0,EO.US.US.PSX..C139.20260220,-27
HRT0,EO.US.US.TTE..C70.20260220,-59
HRT0,EO.US.US.VLO..C187-5.20260220,-22
HRT0,ST.CA.TO.CNQ,59727
HRT0,ST.CA.TO.ENB,42748
HRT0,ST.CA.TO.PPL,52189
HRT0,ST.CA.TO.SU,41039
HRT0,ST.CA.TO.TRP,36547
HRT0,ST.US.US.APA,79911
HRT0,ST.US.US.BP,57427
HRT0,ST.US.US.COP,21208
HRT0,ST.US.US.CVX,12237
HRT0,ST.US.US.E,52562
HRT0,ST.US.US.EOG,19036
HRT0,ST.US.US.EQNR,81385
HRT0,ST.US.US.OVV,51858
HRT0,ST.US.US.OXY,47799
HRT0,ST.US.US.PSX,14462
HRT0,ST.US.US.SHEL.A,27613
HRT0,ST.US.US.SLB,43648
HRT0,ST.US.US.TTE,30028
HRT0,ST.US.US.VLO,10982
HRT0,ST.US.US.XOM,15524
HRT9,EO.US.US.AAPL..C252-5.20260220,-163
HRT9,EO.US.US.ACN..C282-5.20260220,-129
HRT9,EO.US.US.AMZN..C235.20260220,-188
HRT9,EO.US.US.AVGO..C350.20260220,-181
HRT9,EO.US.US.CAT..C647-5.20260220,-83
HRT9,EO.US.US.CSCO..C75.20260220,-762
HRT9,EO.US.US.GOOGL..C330.20260220,-151
HRT9,EO.US.US.JPM..C310.20260220,-143
HRT9,EO.US.US.KO..C72.20260220,-938
HRT9,EO.US.US.MCD..C310.20260220,-211
HRT9,EO.US.US.MS..C185.20260220,-261
HRT9,EO.US.US.MSFT..C457-5.20260220,-81
HRT9,EO.US.US.ORCL..C185.20260220,-254
HRT9,EO.US.US.PG..C148.20260220,-432
HRT9,EO.US.US.UNH..C340.20260220,-119
HRT9,EO.US.US.V..C330.20260220,-62
HRT9,EO.US.US.VZ..C40.20260220,-1664
HRT9,EO.US.US.WFC..C89.20260220,-750
HRT9,EO.US.US.WMT..C119.20260220,-310
HRT9,ST.CA.TO.TBIL,16472
HRT9,ST.US.US.AAPL,88718
HRT9,ST.US.US.ACN,77545
HRT9,ST.US.US.AMZN,95072
HRT9,ST.US.US.AVGO,65993
HRT9,ST.US.US.CAT,34563
HRT9,ST.US.US.CSCO,295861
HRT9,ST.US.US.GOOGL,67065
HRT9,ST.US.US.JPM,71902
HRT9,ST.US.US.KO,308014
HRT9,ST.US.US.MCD,71883
HRT9,ST.US.US.MS,118890
HRT9,ST.US.US.MSFT,48602
HRT9,ST.US.US.ORCL,124572
HRT9,ST.US.US.PG,150171
HRT9,ST.US.US.SHEL.A,295573
HRT9,ST.US.US.UNH,63530
HRT9,ST.US.US.V,67019
HRT9,ST.US.US.VZ,561597
HRT9,ST.US.US.WFC,250842
HRT9,ST.US.US.WMT,185281
HRTF,ST.AU.AX.EVN,223602
HRTF,ST.AU.AX.NST,118134
HRTF,ST.CA.TO.ABX,50120
HRTF,ST.CA.TO.AEM,10947
HRTF,ST.CA.TO.AGI,55353
HRTF,ST.CA.TO.BTO,452010
HRTF,ST.CA.TO.DPM,64300
HRTF,ST.CA.TO.ELD,51582
HRTF,ST.CA.TO.EQX,156088
HRTF,ST.CA.TO.GMIN,67339
HRTF,ST.CA.TO.IMG,113752
HRTF,ST.CA.TO.K,68402
HRTF,ST.CA.TO.LUG,30969
HRTF,ST.CA.TO.OGC,63420
HRTF,ST.CA.TO.PAAS,41835
HRTF,ST.GB.L.EDV,38839
HRTF,ST.US.US.AU,21758
HRTF,ST.US.US.CDE,107207
HRTF,ST.US.US.NEM,19368
HRTF,ST.US.US.NGD,217000
HRTG,EO.CH.SX.PSPN..C148.20260220,-700
HRTG,EO.ES.MA.MRL..C12-5.20260220,-9700
HRTG,EO.US.US.ADC..C75.20260220,-35
HRTG,EO.US.US.AMT..C185.20260220,-17
HRTG,EO.US.US.ARE..C57-5.20260220,-17
HRTG,EO.US.US.CCI..C90.20260220,-13
HRTG,EO.US.US.DLR..C162-5.20260220,-17
HRTG,EO.US.US.GTY..C30.20260220,-87
HRTG,EO.US.US.INVH..C27-5.20260220,-83
HRTG,EO.US.US.MAA..C135.20260220,-16
HRTG,EO.US.US.O..C62-5.20260220,-52
HRTG,EO.US.US.PLD..C135.20260220,-19
HRTG,EO.US.US.PSA..C290.20260220,-9
HRTG,EO.US.US.SPG..C185.20260220,-12
HRTG,EO.US.US.SUI..C130.20260220,-19
HRTG,ST.AU.AX.GMG,32636
HRTG,ST.CA.TO.CHP.U,106116
HRTG,ST.CH.SX.PSPN,5476
HRTG,ST.ES.MA.MRL,69382
HRTG,ST.GB.L.UTG,87096
HRTG,ST.SG.SI.CLAR,570800
HRTG,ST.SG.SI.KDCREIT,619150
HRTG,ST.US.US.ADC,13298
HRTG,ST.US.US.AMT,6340
HRTG,ST.US.US.ARE,6356
HRTG,ST.US.US.CCI,5116
HRTG,ST.US.US.CPT,7693
HRTG,ST.US.US.DLR,6617
HRTG,ST.US.US.DOC,41555
HRTG,ST.US.US.GTY,32657
HRTG,ST.US.US.HIW,20835
HRTG,ST.US.US.INVH,31158
HRTG,ST.US.US.MAA,5986
HRTG,ST.US.US.O,19392
HRTG,ST.US.US.PLD,7065
HRTG,ST.US.US.PSA,3386
HRTG,ST.US.US.REG,15890
HRTG,ST.US.US.SPG,4710
HRTG,ST.US.US.STAG,29002
HRTG,ST.US.US.SUI,7196
HRTG,ST.US.US.UDR,14491
HRTH,EO.US.US.A..C140.20260220,-828
HRTH,EO.US.US.ABBV..C215.20260220,-410
HRTH,EO.US.US.ABT..C122.20260220,-733
HRTH,EO.US.US.BMY..C55.20260220,-2585
HRTH,EO.US.US.BSX..C91.20260220,-606
HRTH,EO.US.US.DHR..C237-5.20260220,-426
HRTH,EO.US.US.ELV..C380.20260220,-369
HRTH,EO.US.US.ISRG..C535.20260220,-220
HRTH,EO.US.US.JNJ..C220.20260220,-653
HRTH,EO.US.US.LLY..C1040.20260220,-88
HRTH,EO.US.US.MDT..C98.20260220,-981
HRTH,EO.US.US.MRK..C110.20260220,-1314
HRTH,EO.US.US.NVS..C145.20260220,-1000
HRTH,EO.US.US.REGN..C740.20260220,-166
HRTH,EO.US.US.SYK..C370.20260220,-333
HRTH,EO.US.US.TMO..C617-5.20260220,-218
HRTH,EO.US.US.UNH..C340.20260220,-354
HRTH,ST.CA.TO.TBIL,329927
HRTH,ST.US.US.A,480135
HRTH,ST.US.US.ABBV,310090
HRTH,ST.US.US.ABT,594224
HRTH,ST.US.US.AMGN,188404
HRTH,ST.US.US.AZN,348453
HRTH,ST.US.US.BMY,1174457
HRTH,ST.US.US.BSX,754526
HRTH,ST.US.US.DHR,294132
HRTH,ST.US.US.ELV,190796
HRTH,ST.US.US.ISRG,128184
HRTH,ST.US.US.JNJ,283677
HRTH,ST.US.US.LLY,60629
HRTH,ST.US.US.MDT,630903
HRTH,ST.US.US.MRK,586160
HRTH,ST.US.US.NVS,433136
HRTH,ST.US.US.REGN,85700
HRTH,ST.US.US.SYK,176326
HRTH,ST.US.US.TMO,112839
HRTH,ST.US.US.UNH,225235
HRTH,ST.US.US.ZTS,518507
HRTJ,ST.CA.CQ.NC,113561
HRTJ,ST.CA.TO.BITF,93188
HRTJ,ST.CA.TO.DEFI,68454
HRTJ,ST.CA.TO.DGX,8285
HRTJ,ST.CA.TO.DMGI,50708
HRTJ,ST.CA.TO.GLXY,26083
HRTJ,ST.CA.TO.HODL,2596
HRTJ,ST.CA.TO.NDA,28626
HRTJ,ST.CA.TO.VOYG,102011
HRTJ,ST.CA.V.HIVE,37057
HRTJ,ST.CA.V.HUT,13248
HRTJ,ST.US.US.ACN,1450
HRTJ,ST.US.US.ALTS,14692
HRTJ,ST.US.US.BKKT,2373
HRTJ,ST.US.US.BTBT,52080
HRTJ,ST.US.US.BTCS,4587
HRTJ,ST.US.US.BTDR,24783
HRTJ,ST.US.US.CD,9966
HRTJ,ST.US.US.CIFR,38834
HRTJ,ST.US.US.CLSK,46501
HRTJ,ST.US.US.COIN,4503
HRTJ,ST.US.US.CORZ,40384
HRTJ,ST.US.US.CRCL,15300
HRTJ,ST.US.US.DFDV,1784
HRTJ,ST.US.US.EXOD,1133
HRTJ,ST.US.US.FLD,3670
HRTJ,ST.US.US.FUFU,3203
HRTJ,ST.US.US.HOOD,10042
HRTJ,ST.US.US.IBM,1224
HRTJ,ST.US.US.INFY,20742
HRTJ,ST.US.US.INTC,10514
HRTJ,ST.US.US.IREN,25686
HRTJ,ST.US.US.MA,677
HRTJ,ST.US.US.MARA,62627
HRTJ,ST.US.US.MATH,3268
HRTJ,ST.US.US.MSFT,771
HRTJ,ST.US.US.ORCL,1830
HRTJ,ST.US.US.PSFE,4709
HRTJ,ST.US.US.RIOT,50429
HRTJ,ST.US.US.SAP,1541
HRTJ,ST.US.US.V,1111
HRTJ,ST.US.US.WIT,136526
HRTJ,ST.US.US.WULF,43181
HRTJ,ST.US.US.XYZ,17664
HRTJ,WA.US.US.DFDVW.22-5.20280121,189
HRTM,EO.CA.TO.BCE..C34.20260220,-1240
HRTM,EO.CA.TO.EMA..C69.20260220,-400
HRTM,EO.CA.TO.PPL..C54.20260220,-754
HRTM,EO.CA.TO.RCI..C51.20260220.B,-748
HRTM,EO.CA.TO.TRP..C76.20260220,-535
HRTM,EO.CH.SX.SCMN..C610.20260220,-2500
HRTM,EO.DE.DE.KPN..C3-95.20260220,-410700
HRTM,EO.DE.DE.VER..C62.20260220,-31500
HRTM,EO.ES.MA.GAS..C26.20260220,-60800
HRTM,EO.ES.MA.TEF..C3-4.20260220,-548300
HRTM,EO.FI.HE.FORTUM..C19-5.20260220,-106800
HRTM,EO.FR.PA.FT1..C15.20260220,-144100
HRTM,EO.FR.PA.VI1..C30.20260220,-69800
HRTM,EO.GB.L.BTG..C190.20260220.A,-1012000
HRTM,EO.GB.L.NGG..C1220.20260220,-156300
HRTM,EO.GB.L.SVT..C2925.20260220,-62700
HRTM,EO.GB.L.UUL..C1240.20260220,-131700
HRTM,EO.GB.L.VOD..C104.20260220,-1992700
HRTM,EO.SE.ST.TEL2B..C160.20260220,-146800
HRTM,EO.US.US.D..C62-5.20260220,-466
HRTM,EO.US.US.EIX..C62-5.20260220,-246
HRTM,EO.US.US.ES..C75.20260220,-219
HRTM,EO.US.US.FE..C48.20260220,-304
HRTM,EO.US.US.PNW..C95.20260220,-329
HRTM,EO.US.US.T..C24.20260220,-1115
HRTM,ST.AT.VI.VER,167542
HRTM,ST.CA.TO.BCE,442486
HRTM,ST.CA.TO.EMA,214261
HRTM,ST.CA.TO.ENB,229875
HRTM,ST.CA.TO.PPL,269080
HRTM,ST.CA.TO.RCI.B,304903
HRTM,ST.CA.TO.TBIL,68508
HRTM,ST.CA.TO.TRP,190977
HRTM,ST.CH.SX.SCMN,12689
HRTM,ST.ES.MA.NTGY,369289
HRTM,ST.ES.MA.TEF,2193334
HRTM,ST.FI.HE.FORTUM,501600
HRTM,ST.FR.PA.ORA,576600
HRTM,ST.FR.PA.VIE,279450
HRTM,ST.GB.L.BT.A,4048065
HRTM,ST.GB.L.NG,625429
HRTM,ST.GB.L.SVT,266250
HRTM,ST.GB.L.UU,598850
HRTM,ST.GB.L.VOD,7971075
HRTM,ST.NL.AS.KPN,2053512
HRTM,ST.NO.OL.TEL,651622
HRTM,ST.SE.ST.TEL2B,587589
HRTM,ST.SE.ST.TELIA,2351700
HRTM,ST.US.US.D,166221
HRTM,ST.US.US.EIX,175938
HRTM,ST.US.US.ES,156902
HRTM,ST.US.US.FE,236050
HRTM,ST.US.US.KMI,383375
HRTM,ST.US.US.OKE,145438
HRTM,ST.US.US.PNW,117565
HRTM,ST.US.US.T,398084
HRTP,EO.US.US.BAC..C53-5.20260220,-224
HRTP,EO.US.US.C..C116.20260220,-83
HRTP,EO.US.US.CFG..C62-5.20260220,-270
HRTP,EO.US.US.FCNCA..C2200.20260220,-9
HRTP,EO.US.US.GS..C960.20260220,-14
HRTP,EO.US.US.HBAN..C19.20260220,-1112
HRTP,EO.US.US.JPM..C310.20260220,-38
HRTP,EO.US.US.MS..C185.20260220,-72
HRTP,EO.US.US.PNC..C225.20260220,-76
HRTP,EO.US.US.RF..C28.20260220,-592
HRTP,EO.US.US.USB..C56.20260220,-355
HRTP,EO.US.US.WFC..C89.20260220,-138
HRTP,ST.CA.TO.TBIL,4061
HRTP,ST.US.US.BAC,105800
HRTP,ST.US.US.C,52562
HRTP,ST.US.US.CFG,101968
HRTP,ST.US.US.FCNCA,2805
HRTP,ST.US.US.FITB,126271
HRTP,ST.US.US.GS,6730
HRTP,ST.US.US.HBAN,349279
HRTP,ST.US.US.JPM,18275
HRTP,ST.US.US.MS,33916
HRTP,ST.US.US.MTB,29942
HRTP,ST.US.US.PNC,28749
HRTP,ST.US.US.RF,223272
HRTP,ST.US.US.TFC,123583
HRTP,ST.US.US.USB,111468
HRTP,ST.US.US.WFC,65376
HRTS,EO.US.US.ABBV..C215.20260220,-14
HRTS,EO.US.US.BMY..C55.20260220,-76
HRTS,EO.US.US.GSK..C48-5.20260220,-118
HRTS,EO.US.US.JNJ..C220.20260220,-23
HRTS,EO.US.US.LLY..C1040.20260220,-3
HRTS,EO.US.US.MRK..C110.20260220,-44
HRTS,EO.US.US.PFE..C26.20260220,-182
HRTS,EO.US.US.SNY..C47-5.20260220,-56
HRTS,ST.US.US.ABBV,9610
HRTS,ST.US.US.AMGN,6210
HRTS,ST.US.US.AZN,12975
HRTS,ST.US.US.BMY,38400
HRTS,ST.US.US.GSK,47200
HRTS,ST.US.US.JNJ,11770
HRTS,ST.US.US.LLY,2200
HRTS,ST.US.US.MRK,22200
HRTS,ST.US.US.PFE,72800
HRTS,ST.US.US.SNY,37400
HRTX,ST.AT.VI.VER,5765
HRTX,ST.CA.TO.BEPC,9361
HRTX,ST.CA.TO.BLX,19794
HRTX,ST.CA.TO.NPI,26779
HRTX,ST.CH.SX.LAND,5816
HRTX,ST.DE.DE.NDX1,9284
HRTX,ST.DE.DE.VBK,12353
HRTX,ST.DK.CO.ORSTED,16881
HRTX,ST.DK.CO.VWS,12771
HRTX,ST.ES.MA.ANE,14746
HRTX,ST.ES.MA.GRE,3352
HRTX,ST.ES.MA.SLR,17843
HRTX,ST.GB.L.DRX,31252
HRTX,ST.GB.L.MTLN,8248
HRTX,ST.HK.HK.3800,2701000
HRTX,ST.HK.HK.916,410000
HRTX,ST.HK.HK.968,902860
HRTX,ST.IT.MI.ERG,13573
HRTX,ST.NO.OL.CADLR,66436
HRTX,ST.NO.OL.SCATC,29980
HRTX,ST.NZ.NZ.CEN,65408
HRTX,ST.NZ.NZ.MCY,93005
HRTX,ST.NZ.NZ.MEL,108417
HRTX,ST.PT.LS.EDPR,23904
HRTX,ST.US.US.ARRY,34910
HRTX,ST.US.US.CSIQ,17793
HRTX,ST.US.US.DQ,14653
HRTX,ST.US.US.ENPH,9200
HRTX,ST.US.US.ENS,2113
HRTX,ST.US.US.EOSE,23860
HRTX,ST.US.US.FLNC,16123
HRTX,ST.US.US.FSLR,1515
HRTX,ST.US.US.NXT,3540
HRTX,ST.US.US.ORA,3015
HRTX,ST.US.US.PLUG,165509
HRTX,ST.US.US.RNW,67830
HRTX,ST.US.US.RUN,19100
HRTX,ST.US.US.SEDG,10646
HRTX,ST.US.US.SHLS,38835
HRTX,ST.US.US.TE,53335
HRTY,ST.CA.TO.AC,13793
HRTY,ST.US.N.CPA,1830
HRTY,ST.US.US.AAL,32569
HRTY,ST.US.US.ABNB,24290
HRTY,ST.US.US.ALK,6271
HRTY,ST.US.US.BKNG,545
HRTY,ST.US.US.BYD,2754
HRTY,ST.US.US.CCL,48890
HRTY,ST.US.US.CZR,7987
HRTY,ST.US.US.DAL,29937
HRTY,ST.US.US.EXPE,5371
HRTY,ST.US.US.H,4056
HRTY,ST.US.US.HLT,10636
HRTY,ST.US.US.HST,30525
HRTY,ST.US.US.LUV,22320
HRTY,ST.US.US.LVS,13790
HRTY,ST.US.US.MAR,9947
HRTY,ST.US.US.MGM,8899
HRTY,ST.US.US.MTN,1592
HRTY,ST.US.US.NCLH,21152
HRTY,ST.US.US.RCL,9223
HRTY,ST.US.US.RHP,2904
HRTY,ST.US.US.RRR,3698
HRTY,ST.US.US.SKYW,1846
HRTY,ST.US.US.SUI,5515
HRTY,ST.US.US.UAL,15331
HRTY,ST.US.US.VICI,47870
HRTY,ST.US.US.VIK,13565
HRTY,ST.US.US.WH,3364
HRTY,ST.US.US.WYNN,3314
HRV1,EO.US.US.TSLA..C420.20260306,-266
HRV1,EO.US.US.TSLA..C430.20260313,-487
HRV1,EO.US.US.TSLA..C440.20260227,-444
HRV1,EO.US.US.TSLA..C450.20260220,-615
HRV1,ST.US.US.TSLA,547478
HRV2,EO.US.US.COIN..C170.20260306,-50
HRV2,EO.US.US.COIN..C250.20260220,-104
HRV2,ST.US.US.COIN,43539
HRV3,EO.US.US.META..C660.20260220,-224
HRV3,EO.US.US.META..C675.20260306,-260
HRV3,ST.US.US.META,150717
HRV4,EO.US.US.MSTR..C140.20260306,-435
HRV4,EO.US.US.MSTR..C140.20260313,-293
HRV4,EO.US.US.MSTR..C180.20260220,-351
HRV4,ST.US.US.MSTR,294335
HRV5,EO.US.US.PLTR..C140.20260306,-837
HRV5,EO.US.US.PLTR..C140.20260313,-932
HRV5,EO.US.US.PLTR..C150.20260227,-457
HRV5,EO.US.US.PLTR..C180.20260220,-790
HRV5,ST.US.US.PLTR,953535
HRV6,EO.US.US.COST..C1015.20260306,-135
HRV6,EO.US.US.COST..C965.20260220,-124
HRV6,ST.US.US.COST,81427
HRV7,EO.US.US.GOOGL..C335.20260220,-600
HRV7,EO.US.US.GOOGL..C335.20260306,-390
HRV7,ST.US.US.GOOGL,298067
HRV8,EO.US.US.MSTR..C140.20260306,-2243
HRV8,EO.US.US.MSTR..C140.20260313,-2262
HRV8,EO.US.US.MSTR..C180.20260220,-2871
HRV8,ST.US.US.MSTR,2094988
HRV9,EO.US.US.NFLX..C83.20260306,-1381
HRV9,EO.US.US.NFLX..C90.20260220,-1082
HRV9,ST.US.US.NFLX,785600
HRVF,ST.CA.TO.HBF,431012
HRVF,ST.CA.TO.HHIH,213617
HRVF,ST.CA.TO.HHL,324012
HRVF,ST.CA.TO.HIND,122992
HRVF,ST.CA.TO.HLIF,217326
HRVF,ST.CA.TO.HTA,200146
HRVF,ST.CA.TO.HUBL,132386
HRVF,ST.CA.TO.HUTL,112506
HRVF,ST.CA.TO.HVOI,90990
HRVF,ST.CA.TO.TRVI,90227
HRVG,EO.CA.TO.AC..C20.20260220,-43
HRVG,EO.US.US.AAL..C15-5.20260220,-69
HRVG,EO.US.US.ABNB..C132.20260220,-29
HRVG,EO.US.US.ALK..C50.20260220,-18
HRVG,EO.US.US.BKNG..C5100.20260220,-1
HRVG,EO.US.US.BYD..C87-5.20260220,-5
HRVG,EO.US.US.CZR..C24-5.20260220,-30
HRVG,EO.US.US.DAL..C70.20260220,-105
HRVG,EO.US.US.EXPE..C277-5.20260220,-9
HRVG,EO.US.US.H..C165.20260220,-7
HRVG,EO.US.US.HLT..C297-5.20260220,-18
HRVG,EO.US.US.HST..C18-85.20260220,-56
HRVG,EO.US.US.LUV..C43-5.20260220,-56
HRVG,EO.US.US.LVS..C59.20260220,-52
HRVG,EO.US.US.MAR..C322-5.20260220,-16
HRVG,EO.US.US.MGM..C35.20260220,-33
HRVG,EO.US.US.MTN..C145.20260220,-5
HRVG,EO.US.US.NCLH..C21-5.20260220,-46
HRVG,EO.US.US.RCL..C275.20260220,-26
HRVG,EO.US.US.RRR..C65.20260220,-9
HRVG,EO.US.US.SKYW..C100.20260220,-6
HRVG,EO.US.US.SUI..C130.20260220,-22
HRVG,EO.US.US.UAL..C113.20260220,-35
HRVG,EO.US.US.VIK..C70.20260220,-30
HRVG,EO.US.US.WH..C80.20260220,-13
HRVG,EO.US.US.WYNN..C114.20260220,-6
HRVG,ST.CA.TO.AC,17582
HRVG,ST.US.N.CPA,2297
HRVG,ST.US.US.AAL,35164
HRVG,ST.US.US.ABNB,31077
HRVG,ST.US.US.ALK,6233
HRVG,ST.US.US.BKNG,686
HRVG,ST.US.US.BYD,3394
HRVG,ST.US.US.CCL,59570
HRVG,ST.US.US.CZR,10178
HRVG,ST.US.US.DAL,36595
HRVG,ST.US.US.EXPE,6554
HRVG,ST.US.US.H,5164
HRVG,ST.US.US.HLT,12587
HRVG,ST.US.US.HST,38097
HRVG,ST.US.US.LUV,28354
HRVG,ST.US.US.LVS,17536
HRVG,ST.US.US.MAR,11611
HRVG,ST.US.US.MGM,11321
HRVG,ST.US.US.MTN,1984
HRVG,ST.US.US.NCLH,23289
HRVG,ST.US.US.RCL,11299
HRVG,ST.US.US.RHP,3692
HRVG,ST.US.US.RRR,4705
HRVG,ST.US.US.SKYW,2344
HRVG,ST.US.US.SUI,7002
HRVG,ST.US.US.UAL,17923
HRVG,ST.US.US.VICI,58846
HRVG,ST.US.US.VIK,16609
HRVG,ST.US.US.WH,4580
HRVG,ST.US.US.WYNN,4212
HRVJ,GB.CA.UN.CTB.0%20260225,18785000
HRVJ,GB.CA.UN.CTB.0%20260311,17272000
HRVJ,GB.CA.UN.CTB.0%20260325,19129000
HRVJ,GB.CA.UN.CTB.0%20260408,19022000
HRVJ,GB.CA.UN.CTB.0%20260422,21352000
HRVJ,GB.CA.UN.CTB.0%20260506,19858000
HRVL,EO.US.US.IEF..C96.20260220,-1803
HRVL,EO.US.US.IEF..C96.20260227,-2886
HRVL,EO.US.US.IEF..C97-5.20260313,-4300
HRVL,ST.US.US.IEF,1854846
HRVL,ST.US.US.SCHR,299112
HRVL,ST.US.US.VGIT,125168
HRVN,ST.CA.TO.HBF,108499
HRVN,ST.CA.TO.HHIH,53345
HRVN,ST.CA.TO.HHL,83397
HRVN,ST.CA.TO.HIND,30931
HRVN,ST.CA.TO.HLIF,55413
HRVN,ST.CA.TO.HPYM,184272
HRVN,ST.CA.TO.HPYT,73130
HRVN,ST.CA.TO.HTA,49498
HRVN,ST.CA.TO.HUBL,34121
HRVN,ST.CA.TO.HUTL,30228
HRVN,ST.CA.TO.HVOI,23325
HRVN,ST.CA.TO.TBIL,6940
HRVN,ST.CA.TO.TRVI,23542
HRVN,ST.CA.TO.XSB,38253
HRVO,ST.CA.TO.HBF,172451
HRVO,ST.CA.TO.HHIH,84678
HRVO,ST.CA.TO.HHL,132490
HRVO,ST.CA.TO.HIND,48954
HRVO,ST.CA.TO.HLIF,87810
HRVO,ST.CA.TO.HPYM,291653
HRVO,ST.CA.TO.HPYT,115534
HRVO,ST.CA.TO.HTA,81060
HRVO,ST.CA.TO.HUBL,53095
HRVO,ST.CA.TO.HUTL,45965
HRVO,ST.CA.TO.HVOI,36885
HRVO,ST.CA.TO.TBIL,10177
HRVO,ST.CA.TO.TRVI,35774
HRVO,ST.CA.TO.XSB,60541
HRVP,EO.CA.TO.CP..C100.20260220,-103
HRVP,EO.US.US.AME..C220.20260220,-18
HRVP,EO.US.US.CAT..C647-5.20260220,-10
HRVP,EO.US.US.DAL..C70.20260220,-108
HRVP,EO.US.US.DE..C520.20260220,-8
HRVP,EO.US.US.ETN..C350.20260220,-12
HRVP,EO.US.US.FAST..C42-5.20260220,-60
HRVP,EO.US.US.GD..C370.20260220,-19
HRVP,EO.US.US.GE..C325.20260220,-20
HRVP,EO.US.US.GEV..C700.20260220,-3
HRVP,EO.US.US.IR..C100.20260220,-32
HRVP,EO.US.US.IR..C85.20260220,-64
HRVP,EO.US.US.LMT..C585.20260220,-16
HRVP,EO.US.US.PH..C940.20260220,-5
HRVP,EO.US.US.RSG..C210.20260220,-39
HRVP,EO.US.US.RTX..C205.20260220,-42
HRVP,EO.US.US.TXT..C95.20260220,-86
